player_name,team_abbreviation,age,player_height,player_weight,college,country
Dennis Scott,VAN,31,203.2,103.872568,Georgia Tech,USA
Dennis Rodman,DAL,39,200.66,95.25432,Southeastern Oklahoma State,USA
Dell Curry,TOR,36,195.58,92.98636,Virginia Tech,USA
Dee Brown,TOR,31,187.96,92.98636,Jacksonville,USA
Dedric Willoughby,CHI,26,190.5,81.64656,Iowa State,USA
Dean Garrett,MIN,33,210.82,113.398,Indiana,USA
DeMarco Johnson,NYK,24,205.74,111.13004,North Carolina-Charlotte,USA
Derek Strong,ORL,32,205.74,108.86208,Xavier,USA
David Wingate,NYK,36,195.58,83.91452,Georgetown,USA
David Robinson,SAS,34,215.9,113.398,Navy,USA
Darvin Ham,MIL,26,200.66,104.32616,Texas Tech,USA
Darrick Martin,SAC,29,180.34,77.11064,UCLA,USA
Danny Manning,MIL,34,208.28,110.676448,Kansas,USA
Danny Fortson,BOS,24,200.66,117.93392,Cincinnati,USA
Danny Ferry,CLE,33,208.28,106.59412,Duke,USA
Dana Barros,BOS,33,180.34,73.935496,Boston College,USA
Dan Majerle,MIA,34,198.12,100.697424,Central Michigan,USA
Damon Stoudamire,POR,26,177.8,77.564232,Arizona,USA
Emanual Davis,SEA,31,195.58,88.45044,Delaware State,USA
David Wesley,CHH,29,185.42,91.625584,Baylor,USA
Derrick Coleman,CHH,33,208.28,122.46984,Syracuse,USA
Darrell Armstrong,ORL,32,185.42,81.64656,Fayetteville State,USA
Derrick McKey,IND,33,208.28,109.315672,Alabama,USA
Elden Campbell,CHH,31,213.36,115.66596,Clemson,USA
Eddie Robinson,CHH,24,205.74,95.25432,Central Oklahoma,USA
Eddie Jones,CHH,28,198.12,90.7184,Temple,USA
Earl Boykins,CLE,24,165.1,60.327736,Eastern Michigan,USA
Eldridge Recasner,CHH,32,193.04,86.18248,Washington,USA
Duane Causwell,MIA,32,213.36,115.66596,Temple,USA
Elliot Perry,NJN,31,182.88,68.945984,Memphis,USA
Drew Barry,ATL,27,195.58,86.636072,Georgia Tech,USA
Doug West,VAN,33,198.12,99.79024,Villanova,USA
Doug Christie,TOR,30,198.12,92.98636,Pepperdine,USA
Donyell Marshall,GSW,27,205.74,104.32616,Connecticut,USA
Doug Overton,BOS,30,190.5,86.18248,La Salle,USA
Donny Marshall,CLE,27,200.66,104.32616,Connecticut,USA
Detlef Schrempf,POR,37,208.28,106.59412,Washington,USA
Devean George,LAL,22,203.2,99.79024,Augsburg,USA
Devin Gray,HOU,28,200.66,108.86208,Clemson,USA
Dikembe Mutombo,ATL,34,218.44,118.387512,Georgetown,Congo
Dickey Simpkins,CHI,28,205.74,115.66596,Providence,USA
Dirk Nowitzki,DAL,22,213.36,107.501304,None,Germany
Don MacLean,PHX,30,208.28,106.59412,UCLA,USA
Don Reid,WAS,26,203.2,113.398,Georgetown,USA
Dion Glover,ATL,21,195.58,103.418976,Georgia Tech,USA
Derrick Dial,SAS,24,193.04,83.460928,Eastern Michigan,USA
Jermaine O'Neal,IND,22,210.82,102.511792,None,USA
Jerome Kersey,MIL,39,200.66,97.52228,Longwood,USA
Jason Williams,SAC,25,185.42,86.18248,Florida,USA
Jelani McCoy,SEA,23,208.28,111.13004,UCLA,USA
Jeff McInnis,LAC,26,193.04,80.739376,North Carolina,USA
Jeff Foster,IND,24,210.82,109.769264,Texas State,USA
Jaren Jackson,SAS,33,193.04,86.18248,Georgetown,USA
Jason Kidd,PHX,28,193.04,96.161504,California,USA
Jason Hart,MIL,23,187.96,82.100152,Syracuse,USA
Jason Collier,HOU,23,213.36,117.93392,Georgia Tech,USA
Jason Caffey,MIL,28,203.2,116.119552,Alabama,USA
Jerome Moiso,BOS,23,208.28,105.233344,UCLA,France
Jamie Feick,NJN,26,205.74,115.66596,Michigan State,USA
James Robinson,ORL,30,187.96,81.64656,Alabama,USA
James Posey,DEN,24,203.2,97.52228,Xavier,USA
Jason Terry,ATL,23,187.96,78.017824,Arizona,USA
Jerome Williams,TOR,28,205.74,93.439952,Georgetown,USA
John Stockton,UTA,39,185.42,79.3786,Gonzaga,USA
Jim Jackson,CLE,30,198.12,99.79024,Ohio State,USA
Karl Malone,UTA,37,205.74,116.119552,Louisiana Tech,USA
Jamel Thomas,NJN,24,198.12,99.336648,Providence,USA
Juwan Howard,DAL,28,205.74,113.398,Michigan,USA
Jumaine Jones,PHI,22,203.2,98.883056,Georgia,USA
Jud Buechler,DET,33,198.12,103.418976,Arizona,USA
Jonathan Bender,IND,20,210.82,89.811216,None,USA
Jon Barry,SAC,31,195.58,95.25432,Georgia Tech,USA
Jerry Stackhouse,DET,26,198.12,98.883056,North Carolina,USA
Johnny Newman,NJN,37,200.66,95.25432,Richmond,USA
John Starks,UTA,35,195.58,86.18248,Oklahoma State,USA
John Crotty,UTA,31,187.96,87.996848,Virginia,USA
John Coker,GSW,29,213.36,114.758776,Boise State,USA
John Amaechi,ORL,30,208.28,122.46984,Penn State,England
Joel Przybilla,MIL,21,215.9,115.66596,Minnesota,USA
Joe Smith,DET,25,208.28,102.0582,Maryland,USA
Jim McIlvaine,NJN,28,215.9,108.86208,Marquette,USA
John Wallace,DET,27,205.74,102.0582,Syracuse,USA
Jamal Robinson,MIA,27,200.66,96.161504,Virginia,USA
Greg Anthony,POR,33,185.42,81.64656,Nevada-Las Vegas,USA
Jamal Crawford,CHI,21,195.58,90.7184,Michigan,USA
Greg Foster,LAL,32,210.82,113.398,Texas-El Paso,USA
Greg Buckner,DAL,24,193.04,95.25432,Clemson,USA
Grant Long,VAN,35,205.74,113.398,Eastern Michigan,USA
Grant Hill,ORL,28,203.2,102.0582,Duke,USA
Glenn Robinson,MIL,28,200.66,104.32616,Purdue,USA
Glen Rice,NYK,34,203.2,99.79024,Michigan,USA
Gerard King,WAS,28,205.74,104.32616,Nicholls State,USA
Greg Ostertag,UTA,28,218.44,127.00576,Kansas,USA
George McCloud,DEN,34,203.2,102.0582,Florida State,USA
Gary Trent,DAL,26,203.2,113.398,Ohio,USA
Gary Payton,SEA,32,193.04,81.64656,Oregon State,USA
Gary Grant,POR,36,190.5,83.91452,Michigan,USA
Garth Joseph,DEN,27,218.44,138.799152,Saint Rose,USA
Fred Hoiberg,CHI,28,195.58,95.25432,Iowa State,USA
Felton Spencer,NYK,33,213.36,120.20188,Louisville,USA
Keith Van Horn,NJN,25,208.28,115.66596,Utah,USA
George Lynch,PHI,30,203.2,103.418976,North Carolina,USA
Jamal Mashburn,CHH,28,203.2,109.315672,Kentucky,USA
Hakeem Olajuwon,HOU,38,213.36,115.66596,Houston,Nigeria
Hedo Turkoglu,SAC,22,203.2,99.79024,None,Turkey
Jamaal Magloire,CHH,23,208.28,117.93392,Kentucky,Canada
Jalen Rose,IND,28,203.2,102.0582,Michigan,USA
Jake Voskuhl,CHI,23,210.82,111.13004,Connecticut,USA
Jake Tsakalidis,PHX,22,218.44,129.27372,None,Greece
Jahidi White,WAS,25,205.74,131.54168,Georgetown,USA
Jacque Vaughn,UTA,26,185.42,86.18248,Kansas,USA
Jabari Smith,SAC,24,210.82,113.398,Louisiana State,USA
Hanno Mottola,ATL,24,210.82,112.037224,Utah,Finland
J.R. Reid,CLE,33,205.74,112.037224,North Carolina,USA
Ira Newble,SAS,26,200.66,97.52228,Miami (OH),USA
Ira Bowman,ATL,28,195.58,88.45044,Pennsylvania,USA
Ike Austin,VAN,31,208.28,122.46984,Arizona State,USA
Hubert Davis,WAS,31,195.58,83.007336,North Carolina,USA
Howard Eisley,DAL,28,187.96,81.64656,Boston College,USA
Horace Grant,LAL,35,208.28,111.13004,Clemson,USA
Hersey Hawkins,CHH,34,190.5,90.7184,Bradley,USA
Isaiah Rider,LAL,30,195.58,97.52228,Nevada-Las Vegas,USA
Kelvin Cato,HOU,26,210.82,115.66596,Iowa State,USA
Metta World Peace,CHI,21,200.66,111.583632,St. John's (NY),USA
Kenny Anderson,BOS,30,185.42,76.203456,Georgia Tech,USA
Michael Redd,MIL,21,198.12,97.068688,Ohio State,USA
Michael Olowokandi,LAC,26,213.36,131.995272,Pacific,Nigeria
Michael Hawkins,CLE,28,182.88,80.739376,Xavier,USA
Michael Finley,DAL,28,200.66,97.52228,Wisconsin,USA
Michael Doleac,ORL,24,210.82,118.841104,Utah,USA
Michael Dickerson,VAN,26,193.04,86.18248,Arizona,USA
Michael Curry,DET,32,195.58,95.25432,Georgia Southern,USA
Michael Ruffin,CHI,24,203.2,112.490816,Tulsa,USA
Felipe Lopez,MIN,26,195.58,88.45044,St. John's (NY),Dominican Republic
Matt Maloney,ATL,29,190.5,90.7184,Pennsylvania,USA
Matt Harpring,CLE,25,200.66,104.779752,Georgia Tech,USA
Matt Geiger,PHI,31,215.9,112.490816,Georgia Tech,USA
Matt Bullard,HOU,34,208.28,106.59412,Iowa,USA
Mateen Cleaves,DET,23,187.96,92.98636,Michigan State,USA
Mark Strickland,NJN,30,208.28,99.79024,Temple,USA
Mark Pope,MIL,28,208.28,106.59412,Kentucky,USA
Maurice Taylor,HOU,24,205.74,117.93392,Michigan,USA
Mark Madsen,LAL,25,205.74,108.86208,Stanford,USA
Michael Smith,WAS,29,203.2,108.86208,Providence,USA
Mike Bibby,VAN,23,185.42,86.18248,Arizona,USA
Olumide Oyedeji,SEA,20,208.28,108.86208,None,Nigeria
Olden Polynice,UTA,36,213.36,113.398,Virginia,USA
Obinna Ekezie,DAL,25,205.74,117.93392,Maryland,Nigeria
Nick Van Exel,DEN,29,185.42,86.18248,Cincinnati,USA
Nick Anderson,SAC,33,198.12,103.418976,Illinois,USA
Nazr Mohammed,ATL,23,208.28,108.86208,Kentucky,USA
Muggsy Bogues,TOR,36,160.02,61.688512,Wake Forest,USA
Michael Stewart,TOR,26,208.28,104.32616,California,USA
Morris Peterson,TOR,23,200.66,98.883056,Michigan State,USA
Moochie Norris,HOU,27,185.42,79.3786,West Florida,USA
Monty Williams,ORL,29,203.2,102.0582,Notre Dame,USA
Mitch Richmond,WAS,36,195.58,97.52228,Kansas State,USA
Mikki Moore,DET,25,213.36,104.32616,Nebraska,USA
Mike Smith,WAS,25,203.2,88.45044,Louisiana-Monroe,USA
Mike Penberthy,LAL,26,190.5,81.64656,Master's,USA
Mike Miller,ORL,21,203.2,98.883056,Florida,USA
Mookie Blaylock,GSW,34,185.42,83.91452,Oklahoma,USA
Kendall Gill,NJN,33,195.58,97.975872,Illinois,USA
Mark Jackson,NYK,36,190.5,92.98636,St. John's (NY),USA
Mark Blount,BOS,25,213.36,104.32616,Pittsburgh,USA
Lari Ketner,IND,24,205.74,125.644984,Massachusetts,USA
Lamond Murray,CLE,28,200.66,107.047712,California,USA
Lamar Odom,LAC,21,208.28,96.615096,Rhode Island,USA
LaPhonso Ellis,MIN,31,203.2,108.86208,Notre Dame,USA
Kurt Thomas,NYK,28,205.74,104.32616,Texas Christian,USA
Kornel David,DET,29,205.74,104.32616,None,USA
Kobe Bryant,LAL,22,200.66,95.25432,None,USA
Laron Profit,WAS,23,195.58,92.532768,Maryland,USA
Khalid El-Amin,CHI,22,177.8,90.7184,Connecticut,USA
Kevin Willis,DEN,38,213.36,111.13004,Michigan State,USA
Kevin Ollie,PHI,28,187.96,88.45044,Connecticut,USA
Kevin Garnett,MIN,25,210.82,99.79024,None,USA
Kevin Edwards,VAN,35,190.5,95.25432,DePaul,USA
Keon Clark,TOR,26,210.82,100.243832,Nevada-Las Vegas,USA
Kenyon Martin,NJN,23,205.74,104.32616,Cincinnati,USA
Kenny Thomas,HOU,23,203.2,117.93392,New Mexico,USA
Keyon Dooling,LAC,21,195.58,87.543256,Missouri,USA
Mark Bryant,DAL,36,205.74,113.398,Seton Hall,USA
Larry Hughes,GSW,22,195.58,83.460928,Saint Louis,USA
Larry Robinson,ATL,33,190.5,81.64656,Centenary (LA),USA
Mario Elie,PHX,37,195.58,102.0582,American International,USA
Marcus Fizer,CHI,22,205.74,118.841104,Iowa State,USA
Marcus Camby,NYK,27,210.82,102.0582,Massachusetts,USA
Marc Jackson,GSW,26,208.28,122.46984,Temple,USA
Mamadou N'diaye,TOR,26,213.36,115.66596,Auburn,Senegal
Malik Rose,SAS,26,200.66,115.66596,Drexel,USA
Mahmoud Abdul-Rauf,VAN,32,185.42,73.481904,Louisiana State,USA
Larry Johnson,NYK,32,200.66,106.59412,Nevada-Las Vegas,USA
Lucious Harris,NJN,30,195.58,92.98636,Long Beach State,USA
Loy Vaught,WAS,33,205.74,108.86208,Michigan,USA
Lorenzen Wright,ATL,25,210.82,108.86208,Memphis,USA
Lindsey Hunter,MIL,30,187.96,90.7184,Jackson State,USA
Lee Nailon,CHH,26,203.2,109.315672,Texas Christian,USA
Lawrence Funderburke,SAC,30,205.74,104.32616,Ohio State,USA
Lavor Postell,NYK,23,195.58,92.98636,St. John's (NY),USA
Latrell Sprewell,NYK,30,195.58,86.18248,Alabama,USA
Luc Longley,NYK,32,218.44,120.20188,New Mexico,USA
Evan Eschmeyer,NJN,26,210.82,115.66596,Northwestern,USA
David Robinson,SAS,35,215.9,113.398,Navy,USA
Ervin Johnson,MIL,33,210.82,115.66596,New Orleans,USA
Bryon Russell,UTA,30,200.66,102.0582,Long Beach State,USA
Bryce Drew,CHI,26,190.5,83.91452,Valparaiso,USA
Bryant Stith,BOS,30,195.58,95.25432,Virginia,USA
Bryant Reeves,VAN,28,213.36,131.54168,Oklahoma State,USA
Bruno Sundov,IND,21,218.44,108.408488,None,Croatia
Bruce Bowen,MIA,30,200.66,90.7184,Cal State-Fullerton,USA
Brian Skinner,LAC,25,205.74,120.20188,Baylor,USA
Cal Bowdler,ATL,24,208.28,111.13004,Old Dominion,USA
Brian Shaw,LAL,35,198.12,90.7184,California-Santa Barbara,USA
Brian Cardinal,DET,24,203.2,111.13004,Purdue,USA
Brevin Knight,ATL,25,177.8,77.11064,Stanford,USA
Brent Price,VAN,32,185.42,83.91452,Oklahoma,USA
Brent Barry,SEA,29,198.12,97.52228,Oregon State,USA
Brad Miller,CHI,25,213.36,118.387512,Purdue,USA
Bonzi Wells,POR,24,195.58,95.25432,Ball State,USA
Bobby Jackson,SAC,28,185.42,83.91452,Minnesota,USA
Brian Grant,MIA,29,205.74,113.398,Xavier,USA
Bob Sura,GSW,28,195.58,90.7184,Florida State,USA
Calbert Cheaney,DEN,29,200.66,98.429464,Indiana,USA
Carlos Rogers,HOU,30,210.82,105.233344,Tennessee State,USA
Chris Mullin,GSW,37,198.12,90.7184,St. John's (NY),USA
Chris Mills,GSW,31,200.66,97.975872,Arizona,USA
Chris Mihm,CLE,21,215.9,120.20188,Texas,USA
Chris Herren,BOS,25,187.96,86.18248,Fresno State,USA
Chris Gatling,CLE,33,208.28,104.32616,Old Dominion,USA
Chris Garner,GSW,26,177.8,70.760352,Memphis,USA
Chris Dudley,PHX,36,210.82,117.93392,Yale,USA
Calvin Booth,DAL,25,210.82,109.315672,Penn State,USA
Chris Crawford,ATL,26,205.74,106.59412,Marquette,USA
Chris Carr,BOS,27,198.12,99.79024,Southern Illinois,USA
Cherokee Parks,LAC,28,210.82,108.86208,Duke,USA
Chauncey Billups,MIN,24,190.5,91.625584,Colorado,USA
Charlie Ward,NYK,30,187.96,86.18248,Florida State,USA
Charles Oakley,TOR,37,205.74,111.13004,Virginia Union,USA
Cedric Henderson,CLE,26,200.66,102.0582,Memphis,USA
Cedric Ceballos,MIA,31,200.66,99.79024,Cal State-Fullerton,USA
Chris Childs,TOR,33,190.5,88.45044,Boise State,USA
Chris Porter,GSW,23,200.66,98.883056,Auburn,USA
Bo Outlaw,ORL,30,203.2,95.25432,Houston,USA
Billy Owens,DET,32,203.2,99.79024,Syracuse,USA
Andy Panko,ATL,23,205.74,111.13004,Lebanon Valley,USA
Andrew DeClercq,ORL,28,208.28,115.66596,Florida,USA
Andre Miller,CLE,25,187.96,90.7184,Utah,USA
Alvin Williams,TOR,26,195.58,83.91452,Villanova,USA
Alonzo Mourning,MIA,31,208.28,118.387512,Georgetown,USA
Allen Iverson,PHI,26,182.88,74.84268,Georgetown,USA
Allan Houston,NYK,30,198.12,90.7184,Tennessee,USA
Anfernee Hardaway,PHX,29,200.66,97.52228,Memphis,USA
Alan Henderson,ATL,28,205.74,106.59412,Indiana,USA
Adrian Griffin,BOS,26,195.58,97.52228,Seton Hall,USA
Adonal Foyle,GSW,26,208.28,113.398,Colgate,St. Vincent & Grenadines
Adam Keefe,GSW,31,205.74,104.32616,Stanford,USA
Aaron Williams,NJN,29,205.74,102.0582,Xavier,USA
Aaron McKie,PHI,28,195.58,94.800728,Temple,USA
A.J. Guyton,CHI,23,185.42,81.64656,Indiana,USA
A.C. Green,MIA,37,205.74,102.0582,Oregon State,USA
Al Harrington,IND,21,205.74,115.212368,None,USA
Bimbo Coles,CLE,33,187.96,82.553744,Virginia Tech,USA
Antawn Jamison,GSW,25,205.74,101.151016,North Carolina,USA
Anthony Goldwire,DEN,29,187.96,82.553744,Houston,USA
Bill Curley,GSW,29,205.74,99.79024,Boston College,USA
Ben Wallace,DET,26,205.74,108.86208,Virginia Union,USA
Baron Davis,CHH,22,190.5,96.161504,UCLA,USA
Avery Johnson,SAS,36,180.34,81.64656,Southern,USA
Austin Croshere,IND,26,205.74,109.769264,Providence,USA
Arvydas Sabonis,POR,36,220.98,132.448864,None,Lithuania
Art Long,SAC,28,205.74,108.86208,Cincinnati,USA
Anthony Carter,MIA,26,185.42,86.18248,Hawaii,USA
Antonio McDyess,DEN,26,205.74,111.13004,Alabama,USA
Antonio Davis,TOR,32,205.74,104.32616,Texas-El Paso,USA
Antonio Daniels,SAS,26,193.04,92.98636,Bowling Green,USA
Antoine Walker,BOS,24,205.74,111.13004,Kentucky,USA
Anthony Peeler,MIN,31,193.04,94.347136,Missouri,USA
Anthony Miller,PHI,29,205.74,115.66596,Michigan State,USA
Anthony Mason,MIA,34,203.2,115.66596,Tennessee State,USA
Anthony Johnson,CLE,26,190.5,86.18248,College of Charleston,USA
Antonio Harvey,POR,30,210.82,113.398,Pfeiffer,USA
Etdrick Bohannon,CLE,28,205.74,99.79024,Auburn-Montgomery,USA
Chris Webber,SAC,28,208.28,111.13004,Michigan,USA
Christian Laettner,WAS,31,210.82,111.13004,Duke,USA
Doug West,VAN,34,198.12,90.7184,Villanova,USA
Doug Overton,NJN,31,190.5,86.18248,La Salle,USA
Doug Christie,SAC,31,198.12,92.98636,Pepperdine,USA
Donyell Marshall,UTA,28,205.74,104.32616,Connecticut,USA
Donnell Harvey,DAL,20,203.2,99.79024,Florida,USA
Don Reid,ORL,27,203.2,113.398,Georgetown,USA
Don MacLean,MIA,31,208.28,106.59412,UCLA,USA
Dragan Tarlac,CHI,28,210.82,122.46984,None,USA
Dirk Nowitzki,DAL,23,210.82,107.501304,None,Germany
Dikembe Mutombo,PHI,35,218.44,120.20188,Georgetown,Congo
Devean George,LAL,23,203.2,99.79024,Augsburg,USA
Detlef Schrempf,POR,38,208.28,106.59412,Washington,USA
Desmond Mason,SEA,23,195.58,97.52228,Oklahoma State,USA
Derrick McKey,IND,34,208.28,109.315672,Alabama,USA
Derrick Dial,SAS,25,193.04,83.91452,Eastern Michigan,USA
Derrick Coleman,CHH,34,208.28,122.46984,Syracuse,USA
Dion Glover,ATL,22,195.58,103.418976,Georgia Tech,USA
Derek Strong,LAC,33,205.74,108.86208,Xavier,USA
Duane Causwell,MIA,33,213.36,115.66596,Temple,USA
Eddie Gill,NJN,22,182.88,86.18248,Weber State,USA
Erick Strickland,VAN,27,190.5,95.25432,Nebraska,USA
Erick Dampier,GSW,25,210.82,120.20188,Mississippi State,USA
Erick Barkley,POR,23,185.42,80.285784,St. John's (NY),USA
Eric Williams,BOS,28,203.2,99.79024,Providence,USA
Eric Snow,PHI,28,190.5,92.532768,Michigan State,USA
Eric Piatkowski,LAC,30,198.12,98.429464,Nebraska,USA
Eric Montross,TOR,29,213.36,122.46984,North Carolina,USA
Earl Boykins,LAC,25,165.1,60.327736,Eastern Michigan,USA
Emanual Davis,SEA,32,195.58,88.45044,Delaware State,USA
Elliot Perry,PHX,32,182.88,68.945984,Memphis,USA
Eldridge Recasner,CHH,33,193.04,87.089664,Washington,USA
Elden Campbell,CHH,32,213.36,124.7378,Clemson,USA
Eduardo Najera,DAL,24,203.2,106.140528,Oklahoma,Mexico
Eddie Robinson,CHH,25,205.74,92.98636,Central Oklahoma,USA
Eddie Jones,MIA,29,200.66,87.996848,Temple,USA
Eddie House,MIA,23,185.42,81.64656,Arizona State,USA
Elton Brand,CHI,22,203.2,117.93392,Duke,USA
Chris Whitney,WAS,29,182.88,79.3786,Clemson,USA
Derek Fisher,LAL,26,185.42,90.7184,Arkansas-Little Rock,USA
DerMarr Johnson,ATL,21,205.74,91.171992,Cincinnati,USA
Dan Langhi,HOU,23,210.82,99.79024,Vanderbilt,USA
Damon Stoudamire,POR,27,177.8,77.564232,Arizona,USA
Damon Jones,VAN,24,190.5,83.91452,Houston,USA
Dalibor Bagaric,CHI,20,215.9,125.644984,None,Croatia
Dale Davis,POR,32,210.82,114.305184,Clemson,USA
Cuttino Mobley,HOU,25,193.04,86.18248,Rhode Island,USA
Courtney Alexander,WAS,24,195.58,92.98636,Fresno State,USA
Dan Majerle,MIA,35,198.12,100.697424,Central Michigan,USA
Cory Alexander,ORL,28,185.42,86.18248,Virginia,USA
Corie Blount,GSW,32,208.28,109.769264,Cincinnati,USA
Corey Maggette,LAC,21,198.12,98.883056,Duke,USA
Corey Benjamin,CHI,23,198.12,92.98636,Oregon State,USA
Clifford Robinson,PHX,34,208.28,102.0582,Connecticut,USA
Clar. Weatherspoon,CLE,30,200.66,120.20188,Southern Mississippi,USA
Chucky Brown,CLE,33,203.2,99.79024,North Carolina State,USA
Chucky Atkins,DET,26,180.34,72.57472,South Florida,USA
Corliss Williamson,DET,27,200.66,111.13004,Arkansas,USA
Derek Anderson,SAS,26,195.58,88.45044,Kentucky,USA
Dan McClintock,DEN,24,213.36,122.46984,Northern Arizona,USA
Daniel Santiago,PHX,25,215.9,116.119552,Saint Vincent,Puerto Rico
Dell Curry,TOR,37,195.58,92.98636,Virginia Tech,USA
Dee Brown,ORL,32,187.96,92.98636,Jacksonville,USA
Dean Garrett,MIN,34,210.82,113.398,Indiana,USA
DeShawn Stevenson,UTA,20,195.58,95.25432,None,USA
David Wingate,SEA,37,195.58,84.821704,Georgetown,USA
David Wesley,CHH,30,185.42,95.707912,Baylor,USA
David Vanterpool,WAS,28,195.58,90.7184,St. Bonaventure,USA
Dana Barros,DET,34,180.34,73.935496,Boston College,USA
Othella Harrington,NYK,27,205.74,106.59412,Georgetown,USA
Darvin Ham,MIL,27,200.66,104.32616,Texas Tech,USA
Darrick Martin,SAC,30,180.34,77.11064,UCLA,USA
Darrell Armstrong,ORL,33,185.42,81.64656,Fayetteville State,USA
Darius Miles,LAC,19,205.74,91.625584,None,USA
Danny Manning,UTA,35,208.28,110.676448,Kansas,USA
Danny Fortson,GSW,25,203.2,117.93392,Cincinnati,USA
Danny Ferry,SAS,34,208.28,106.59412,Duke,USA
David Benoit,UTA,33,203.2,99.79024,Alabama,USA
Otis Thorpe,CHH,38,208.28,112.490816,Providence,USA
Milt Palacio,BOS,23,190.5,88.45044,Colorado State,Belize
Pat Garrity,ORL,24,205.74,107.954896,Notre Dame,USA
Tony Massenburg,VAN,33,205.74,113.398,Maryland,USA
Tony Delk,PHX,27,187.96,85.728888,Kentucky,USA
Tony Battie,BOS,25,210.82,108.86208,Texas Tech,USA
Toni Kukoc,ATL,32,210.82,106.59412,None,Croatia
Tom Hammonds,MIN,34,205.74,97.52228,Georgia Tech,USA
Tom Gugliotta,PHX,31,208.28,108.86208,North Carolina State,USA
Todd MacCulloch,PHI,25,213.36,115.66596,Washington,Canada
Todd Fuller,MIA,26,210.82,115.66596,North Carolina State,USA
Todd Day,MIN,31,198.12,85.275296,Arkansas,USA
Tim Thomas,MIL,24,208.28,104.32616,Villanova,USA
Tim James,CHH,24,200.66,96.161504,Miami (FL),USA
Tim Hardaway,MIA,34,182.88,88.45044,Texas-El Paso,USA
Tim Duncan,SAS,25,213.36,117.93392,Wake Forest,US Virgin Islands
Theo Ratliff,PHI,28,208.28,102.0582,Wyoming,USA
Terry Porter,SAS,38,190.5,92.98636,Wisconsin-Stevens Point,USA
Terry Mills,IND,33,208.28,104.32616,Michigan,USA
Terry Davis,DEN,34,208.28,122.46984,Virginia Union,USA
Terrell Brandon,MIN,31,180.34,78.471416,Oregon,USA
Terrance Roberson,CHH,24,200.66,97.52228,Fresno State,USA
Tariq Abdul-Wahad,DEN,26,198.12,101.151016,San Jose State,France
Stromile Swift,VAN,21,205.74,102.0582,Louisiana State,USA
Steven Smith,POR,32,203.2,100.243832,Michigan State,USA
Steve Nash,DAL,27,190.5,88.45044,Santa Clara,Canada
Steve Kerr,SAS,35,190.5,81.64656,Arizona,USA
Steve Goodrich,CHI,25,208.28,99.79024,Princeton,USA
Steve Francis,HOU,24,190.5,87.543256,Maryland,USA
Stephon Marbury,NJN,24,187.96,81.64656,Georgia Tech,USA
Tony Smith,ATL,33,190.5,83.91452,Marquette,USA
Tracy McGrady,ORL,22,203.2,95.25432,None,USA
Tracy Murray,TOR,29,200.66,103.418976,UCLA,USA
Trajan Langdon,CLE,25,190.5,89.357624,Duke,USA
P.J. Brown,CHH,31,210.82,108.86208,Louisiana Tech,USA
Zydrunas Ilgauskas,CLE,26,220.98,117.93392,None,Lithuania
Zendon Hamilton,LAC,26,210.82,115.212368,St. John's (NY),USA
Zan Tabak,IND,31,213.36,116.573144,None,USA
William Avery,MIN,21,187.96,89.357624,Duke,USA
Will Perdue,POR,35,213.36,108.86208,Vanderbilt,USA
Wesley Person,CLE,30,198.12,90.7184,Auburn,USA
Wang Zhi-zhi,DAL,23,215.9,99.79024,None,China
Walter McCarty,BOS,27,208.28,104.32616,Kentucky,USA
Walt Williams,HOU,31,203.2,104.32616,Maryland,USA
Wally Szczerbiak,MIN,24,200.66,110.676448,Miami (OH),USA
Voshon Lenard,DEN,28,193.04,92.98636,Minnesota,USA
Vonteego Cummings,GSW,25,190.5,86.18248,Pittsburgh,USA
Stephen Jackson,NJN,23,203.2,98.883056,Butler Community College,USA
Vladimir Stepania,NJN,25,213.36,107.047712,None,Georgia
Vitaly Potapenko,BOS,26,208.28,129.27372,Wright State,Ukraine
Vinny Del Negro,PHX,34,193.04,90.7184,North Carolina State,USA
Vince Carter,TOR,24,198.12,102.0582,North Carolina,USA
Vin Baker,SEA,29,210.82,113.398,Hartford,USA
Vernon Maxwell,DAL,35,193.04,86.18248,Florida,USA
Tyus Edney,IND,28,177.8,75.296272,UCLA,USA
Tyronn Lue,LAL,24,182.88,80.739376,Nebraska,USA
Tyrone Nesby,WAS,25,198.12,111.13004,Nevada-Las Vegas,USA
Tyrone Hill,PHI,33,205.74,113.398,Xavier,USA
Tyrone Corbin,TOR,38,198.12,95.25432,DePaul,USA
Troy Hudson,ORL,25,185.42,77.11064,Southern Illinois,USA
Travis Knight,NYK,26,213.36,106.59412,Connecticut,USA
Travis Best,IND,28,180.34,83.460928,Georgia Tech,USA
Vlade Divac,SAC,33,215.9,117.93392,None,Serbia and Montenegro
Stacey Augmon,POR,32,203.2,92.98636,Nevada-Las Vegas,USA
Ruben Wolkowyski,SEA,27,208.28,122.46984,None,Argentina
Slava Medvedenko,LAL,22,208.28,113.398,None,Ukraine
Robert Traylor,CLE,24,203.2,131.088088,Michigan,USA
Robert Pack,DEN,32,187.96,86.18248,Southern California,USA
Robert Horry,LAL,30,208.28,106.59412,Alabama,USA
Ricky Davis,MIA,21,200.66,89.357624,Iowa,USA
Rick Fox,LAL,31,200.66,109.769264,North Carolina,Canada
Rick Brunson,NYK,29,193.04,86.18248,Temple,USA
