player_name,team_abbreviation,age,player_height,player_weight,college,country
Devin Harris,ATL,30,190.5,87.089664,Wisconsin,USA
Dexter Pittman,MEM,25,210.82,129.27372,Texas,USA
Diante Garrett,PHX,24,193.04,86.18248,Iowa State,USA
Dion Waiters,CLE,21,193.04,97.52228,Syracuse,USA
Dirk Nowitzki,DAL,35,213.36,111.13004,None,Germany
Dominic McGuire,IND,27,205.74,106.59412,Fresno State,USA
Dominique Jones,DAL,24,195.58,97.52228,South Florida,USA
Donald Sloan,NOH,25,190.5,92.98636,Texas A&M,USA
Deron Williams,BKN,29,190.5,94.800728,Illinois,USA
Chris Singleton,WAS,23,203.2,104.32616,Florida State,USA
Darrell Arthur,MEM,25,205.74,106.59412,Kansas,USA
Darius Morris,LAL,22,193.04,86.18248,Michigan,USA
Chris Wright,DAL,23,185.42,95.25432,Georgetown,USA
Chuck Hayes,SAC,30,198.12,113.398,Kentucky,USA
Cole Aldrich,SAC,24,210.82,108.86208,Kansas,USA
Corey Brewer,DEN,27,205.74,85.275296,Florida,USA
Corey Maggette,DET,33,198.12,102.0582,Duke,USA
Cory Higgins,CHA,24,195.58,81.64656,Colorado,USA
Cory Joseph,SAS,21,190.5,83.91452,Texas,Canada
Courtney Lee,BOS,27,195.58,90.7184,Western Kentucky,USA
D.J. Augustin,IND,25,182.88,83.007336,Texas,USA
DJ White,BOS,26,205.74,113.398,Indiana,USA
DaJuan Summers,LAC,25,203.2,108.86208,Georgetown,USA
Darko Milicic,BOS,28,213.36,124.7378,None,Serbia
Daequan Cook,CHI,26,195.58,95.25432,Ohio State,USA
Damian Lillard,POR,22,190.5,88.45044,Weber State,USA
Damien Wilkins,PHI,33,198.12,102.0582,Georgia,USA
Damion James,BKN,25,200.66,102.0582,Texas,USA
Daniel Gibson,CLE,27,187.96,90.7184,Texas,USA
Daniel Orton,OKC,22,208.28,115.66596,Kentucky,USA
Danilo Gallinari,DEN,24,208.28,102.0582,None,Italy
Danny Granger,IND,30,203.2,103.418976,New Mexico,USA
Danny Green,SAS,26,198.12,95.25432,North Carolina,USA
Dante Cunningham,MIN,26,203.2,104.32616,Villanova,USA
Darius Johnson-Odom,LAL,23,187.96,97.52228,Marquette,USA
Darius Miller,NOH,23,203.2,106.59412,Kentucky,USA
Dahntay Jones,ATL,32,198.12,102.0582,Duke,USA
Patrick Beverley,HOU,24,185.42,83.91452,Arkansas,USA
Pablo Prigioni,NYK,36,190.5,83.91452,None,Argentina
PJ Tucker,PHX,28,198.12,101.604608,Texas,USA
Jeremy Lin,HOU,24,190.5,90.7184,Harvard,USA
Jeremy Lamb,OKC,21,195.58,81.64656,Connecticut,USA
Jeremy Evans,UTA,25,205.74,87.996848,Western Kentucky,USA
Jeffery Taylor,CHA,24,200.66,102.0582,Vanderbilt,Sweden
Jeff Teague,ATL,25,187.96,82.100152,Wake Forest,USA
Jeff Green,BOS,26,205.74,106.59412,Georgetown,USA
Jeff Ayres,IND,26,205.74,113.398,Arizona State,USA
Jeff Adrien,CHA,27,201,111,Connecticut,USA
Jason Thompson,SAC,26,210.82,113.398,Rider,USA
Jason Terry,BOS,35,187.96,81.64656,Arizona,USA
Jason Smith,NOH,27,213.36,108.86208,Colorado State,USA
Jeremy Pargo,PHI,27,187.96,99.336648,Gonzaga,USA
Jason Richardson,PHI,32,198.12,102.0582,Michigan State,USA
Jason Kidd,NYK,40,193.04,95.25432,California,USA
Jason Collins,WAS,34,213.36,115.66596,Stanford,USA
Jarvis Varnado,MIA,25,205.74,104.32616,Mississippi State,USA
Jarrett Jack,GSW,29,190.5,89.357624,Georgia Tech,USA
Jared Sullinger,BOS,21,205.74,117.93392,Ohio State,USA
Jared Jeffries,POR,31,210.82,108.86208,Indiana,USA
Jared Dudley,PHX,27,200.66,102.0582,Boston College,USA
Jared Cunningham,DAL,22,193.04,88.45044,Oregon State,USA
Jannero Pargo,CHA,33,185.42,83.91452,Arkansas,USA
Jan Vesely,WAS,23,210.82,108.86208,None,Czech Republic
James White,NYK,30,200.66,97.52228,Cincinnati,USA
Jason Maxiell,DET,30,200.66,117.93392,Cincinnati,USA
James Jones,MIA,32,203.2,97.52228,Miami (FL),USA
Jeremy Tyler,ATL,22,208.28,117.93392,None,USA
Jerry Stackhouse,BKN,38,198.12,98.883056,North Carolina,USA
Josh Childress,BKN,30,203.2,95.25432,Stanford,USA
Josh Akognon,DAL,27,180.34,83.91452,Cal State-Fullerton,USA
Jose Calderon,DET,31,190.5,95.707912,None,Spain
Jordan Hill,LAL,25,208.28,106.59412,Arizona,USA
Jordan Hamilton,DEN,22,200.66,99.79024,Texas,USA
Jordan Crawford,BOS,24,193.04,88.45044,Xavier,USA
Jonas Valanciunas,TOR,21,210.82,104.779752,None,Lithuania
Jonas Jerebko,DET,26,208.28,104.779752,None,Sweden
Jon Leuer,MEM,24,208.28,103.418976,Wisconsin,USA
John Wall,WAS,22,193.04,88.45044,Kentucky,USA
John Salmons,SAC,33,198.12,93.893544,Miami (FL),USA
Jermaine O'Neal,PHX,34,210.82,115.66596,None,USA
John Lucas III,TOR,30,180.34,74.84268,Oklahoma State,USA
John Henson,MIL,22,210.82,99.79024,North Carolina,USA
Johan Petro,ATL,27,213.36,112.037224,None,France
Joel Przybilla,MIL,33,215.9,111.13004,Minnesota,USA
Joel Freeland,POR,26,208.28,102.0582,None,Great Britain
Joel Anthony,MIA,30,205.74,111.13004,Nevada-Las Vegas,Canada
Joe Johnson,BKN,32,200.66,108.86208,Arkansas,USA
Jodie Meeks,LAL,25,193.04,94.347136,Kentucky,USA
Joakim Noah,CHI,28,210.82,105.233344,Florida,USA
Jimmy Butler,CHI,23,200.66,99.79024,Marquette,USA
Jimmer Fredette,SAC,24,187.96,88.45044,Brigham Young,USA
Jerryd Bayless,MEM,24,190.5,90.7184,Arizona,USA
John Jenkins,ATL,22,193.04,97.52228,Vanderbilt,USA
Josh Harrellson,MIA,24,208.28,124.7378,Kentucky,USA
James Johnson,SAC,26,205.74,112.490816,Wake Forest,USA
James Anderson,HOU,24,198.12,97.52228,Oklahoma State,USA
Glen Davis,ORL,27,205.74,131.088088,Louisiana State,USA
Gerald Wallace,BKN,30,200.66,99.79024,Alabama,USA
Gerald Henderson,CHA,25,195.58,97.52228,Duke,USA
Gerald Green,IND,27,203.2,95.25432,None,USA
George Hill,IND,27,187.96,86.18248,Indiana Purdue-Indianapolis,USA
Gary Neal,SAS,28,193.04,95.25432,Towson,USA
Garrett Temple,WAS,27,198.12,88.45044,Louisiana State,USA
Francisco Garcia,HOU,31,200.66,88.45044,Louisville,Dominican Republic
Festus Ezeli,GSW,23,210.82,115.66596,Vanderbilt,Nigeria
Fab Melo,BOS,23,213.36,115.66596,Syracuse,Brazil
Evan Turner,PHI,24,200.66,99.79024,Ohio State,USA
Goran Dragic,PHX,27,190.5,86.18248,None,Slovenia
Evan Fournier,DEN,20,198.12,90.7184,None,France
Eric Maynor,POR,26,190.5,79.3786,Virginia Commonwealth,USA
Eric Gordon,NOH,24,190.5,97.52228,Indiana,USA
Eric Bledsoe,LAC,23,185.42,88.45044,Kentucky,USA
Enes Kanter,UTA,21,210.82,121.109064,Kentucky,Turkey
Emeka Okafor,WAS,30,208.28,115.66596,Connecticut,USA
Elton Brand,DAL,34,205.74,115.212368,Duke,USA
Ekpe Udoh,MIL,26,208.28,111.13004,Baylor,USA
Eddy Curry,DAL,30,213.36,133.80964,None,USA
Ed Davis,MEM,24,208.28,105.233344,North Carolina,USA
Earl Watson,UTA,34,185.42,90.264808,UCLA,USA
Earl Clark,LAL,25,208.28,102.0582,Louisville,USA
Ersan Ilyasova,MIL,26,208.28,106.59412,None,Turkey
James Harden,HOU,23,195.58,99.79024,Arizona State,USA
Gordon Hayward,UTA,23,203.2,95.25432,Butler,USA
Greg Monroe,DET,23,210.82,113.398,Georgetown,USA
Jameer Nelson,ORL,31,182.88,86.18248,Saint Joseph's,USA
Jamal Crawford,LAC,33,195.58,90.7184,Michigan,USA
Jamaal Tinsley,UTA,35,190.5,89.357624,Iowa State,USA
Jae Crowder,DAL,22,198.12,106.59412,Marquette,USA
JaVale McGee,DEN,25,213.36,114.305184,Nevada,USA
JR Smith,NYK,27,198.12,99.79024,None,USA
JJ Redick,MIL,29,193.04,86.18248,Duke,USA
JJ Hickson,POR,24,205.74,109.769264,North Carolina State,USA
J.J. Barea,MIN,29,182.88,79.3786,Northeastern,Puerto Rico
Ivan Johnson,ATL,29,203.2,115.66596,Cal State-San Bernardino,USA
Ish Smith,MIL,24,182.88,79.3786,Wake Forest,USA
Grant Hill,LAC,40,203.2,102.0582,Duke,USA
Isaiah Thomas,SAC,24,175.26,83.91452,Washington,USA
Ian Mahinmi,IND,26,210.82,104.32616,None,France
Henry Sims,NOH,23,208.28,111.13004,Georgetown,USA
Hedo Turkoglu,ORL,34,208.28,99.79024,None,Turkey
Hasheem Thabeet,OKC,26,220.98,119.294696,Connecticut,Tanzania
Harrison Barnes,GSW,21,203.2,95.25432,North Carolina,USA
Hamed Haddadi,PHX,28,218.44,120.20188,None,Iran
Hakim Warrick,CHA,30,205.74,99.336648,Syracuse,USA
Gustavo Ayon,MIL,28,208.28,113.398,None,Mexico
Greivis Vasquez,NOH,26,198.12,95.707912,Maryland,Venezuela
Greg Stiemsma,MIN,27,210.82,117.93392,Wisconsin,USA
Greg Smith,HOU,22,208.28,113.398,Fresno State,USA
Iman Shumpert,NYK,23,195.58,99.79024,Georgia Tech,USA
Josh Howard,MIN,33,200.66,95.25432,Wake Forest,USA
Josh McRoberts,CHA,26,208.28,108.86208,Duke,USA
Josh Selby,MEM,22,187.96,83.007336,Kansas,USA
Meyers Leonard,POR,21,215.9,111.13004,Illinois,USA
Metta World Peace,LAL,33,200.66,117.93392,St. John's (NY),USA
Maurice Harkless,ORL,20,203.2,95.25432,St. John's (NY),USA
Matt Carroll,CHA,32,198.12,96.161504,Notre Dame,USA
Matt Bonner,SAS,33,208.28,106.59412,Florida,USA
Matt Barnes,LAC,33,200.66,102.511792,UCLA,USA
Marvin Williams,UTA,27,205.74,111.13004,North Carolina,USA
Martell Webster,WAS,26,200.66,104.32616,None,USA
Marreese Speights,CLE,25,208.28,115.66596,Florida,USA
Marquis Teague,CHI,20,187.96,86.18248,Kentucky,USA
Marquis Daniels,MIL,32,198.12,90.7184,Auburn,USA
Michael Beasley,PHX,24,208.28,106.59412,Kansas State,USA
Markieff Morris,PHX,23,208.28,111.13004,Kansas,USA
Marcus Thornton,SAC,26,193.04,92.98636,Louisiana State,USA
Marcus Morris,PHX,23,205.74,106.59412,Kansas,USA
Marcus Camby,NYK,39,210.82,108.86208,Massachusetts,USA
Marco Belinelli,CHI,27,195.58,88.45044,None,Italy
Marcin Gortat,PHX,29,210.82,108.86208,None,Poland
Marc Gasol,MEM,28,215.9,120.20188,None,Spain
MarShon Brooks,BKN,24,195.58,90.7184,Providence,USA
Manu Ginobili,SAS,35,198.12,92.98636,None,Argentina
Malcolm Thomas,CHI,24,205.74,102.0582,San Diego State,USA
Malcolm Lee,MIN,23,195.58,90.7184,UCLA,USA
Maalik Wayns,LAC,22,185.42,88.45044,Villanova,USA
Mario Chalmers,MIA,27,187.96,86.18248,Kansas,USA
Luol Deng,CHI,28,205.74,99.79024,Duke,United Kingdom
Michael Kidd-Gilchrist,CHA,19,200.66,105.233344,Kentucky,USA
Mickael Pietrus,TOR,31,198.12,97.52228,None,France
Orlando Johnson,IND,24,195.58,99.79024,California-Santa Barbara,USA
Omri Casspi,CLE,25,205.74,102.0582,None,Israel
Omer Asik,HOU,26,213.36,115.66596,None,Turkey
O.J. Mayo,DAL,25,193.04,95.25432,Southern California,USA
Norris Cole,MIA,24,187.96,79.3786,Cleveland State,USA
Nolan Smith,POR,24,187.96,83.91452,Duke,USA
Nikola Vucevic,ORL,22,213.36,108.86208,Southern California,Montenegro
Nikola Pekovic,MIN,27,210.82,131.54168,None,Montenegro
Nicolas Batum,POR,24,203.2,90.7184,None,France
Nick Young,PHI,28,200.66,95.25432,Southern California,USA
Nick Collison,OKC,32,208.28,115.66596,Kansas,USA
Mickael Gelabale,MIN,30,200.66,97.52228,None,USA
Nene,WAS,30,210.82,113.398,None,Brazil
Nate Robinson,CHI,29,175.26,81.64656,Washington,USA
Nando De Colo,SAS,26,195.58,90.7184,None,France
Monta Ellis,MIL,27,190.5,83.91452,None,USA
Mo Williams,UTA,30,185.42,88.45044,Alabama,USA
Mirza Teletovic,BKN,27,205.74,115.66596,None,Bosnia
Miles Plumlee,IND,24,210.82,115.66596,Duke,USA
Mike Scott,ATL,24,203.2,107.501304,Virginia,USA
Mike Miller,MIA,33,203.2,95.25432,Florida,USA
Mike James,DAL,38,187.96,85.275296,Duquesne,USA
Mike Dunleavy,MIL,32,205.74,104.32616,Duke,USA
Mike Conley,MEM,25,185.42,83.91452,Ohio State,USA
Nazr Mohammed,CHI,35,208.28,113.398,Kentucky,USA
Luke Zeller,PHX,26,210.82,111.13004,Notre Dame,USA
Luke Walton,CLE,33,203.2,106.59412,Arizona,USA
Luke Ridnour,MIN,32,187.96,79.3786,Oregon,USA
Kim English,DET,24,198.12,90.7184,Missouri,USA
Khris Middleton,DET,21,200.66,97.52228,Texas A&M,USA
Keyon Dooling,MEM,33,190.5,88.45044,Missouri,USA
Kevin Seraphin,WAS,23,205.74,124.7378,Le Moyne,France
Kevin Murphy,UTA,23,198.12,83.91452,Tennessee Tech,USA
Kevin Martin,OKC,30,200.66,83.91452,Western Carolina,USA
Kevin Love,MIN,24,208.28,117.93392,UCLA,USA
Kevin Jones,CLE,23,203.2,117.93392,West Virginia,USA
Kevin Garnett,BOS,37,210.82,114.758776,None,USA
Kevin Durant,OKC,24,205.74,106.59412,Texas,USA
Kenyon Martin,NYK,35,205.74,108.86208,Cincinnati,USA
Kirk Hinrich,CHI,32,193.04,86.18248,Kansas,USA
Kent Bazemore,GSW,23,195.58,91.171992,Old Dominion,USA
Kendrick Perkins,OKC,28,208.28,122.46984,None,USA
Kendall Marshall,PHX,21,193.04,88.45044,North Carolina,USA
Kemba Walker,CHA,23,185.42,83.460928,Connecticut,USA
Keith Bogans,BKN,33,195.58,97.52228,Kentucky,USA
Kawhi Leonard,SAS,22,200.66,102.0582,San Diego State,USA
Juwan Howard,MIA,40,205.74,113.398,Michigan,USA
Justin Holiday,PHI,24,198.12,83.91452,Washington,USA
Justin Dentmon,DAL,27,180.34,83.91452,Washington,USA
Julyan Stone,DEN,24,198.12,90.7184,Texas-El Paso,USA
Jrue Holiday,PHI,23,193.04,92.98636,UCLA,USA
Josh Smith,ATL,27,205.74,102.0582,None,USA
Kenneth Faried,DEN,23,203.2,103.418976,Morehead State,USA
Klay Thompson,GSW,23,200.66,92.98636,Washington State,USA
Kobe Bryant,LAL,34,198.12,92.98636,None,USA
Kosta Koufos,DEN,24,213.36,120.20188,Ohio State,USA
Luke Babbitt,POR,24,205.74,102.0582,Nevada,USA
Luis Scola,PHX,33,205.74,111.13004,None,Argentina
Luc Mbah a Moute,MIL,26,203.2,104.32616,UCLA,Cameroon
Lou Williams,ATL,26,185.42,79.3786,None,USA
Lou Amundson,NOH,30,205.74,102.0582,Nevada-Las Vegas,USA
Linas Kleiza,TOR,28,203.2,106.140528,Missouri,Lithuania
Leandro Barbosa,BOS,30,190.5,87.996848,None,Brazil
LeBron James,MIA,28,203.2,113.398,None,USA
Lazar Hayward,MIN,26,198.12,102.0582,Marquette,USA
Lavoy Allen,PHI,24,205.74,115.66596,Temple,USA
Larry Sanders,MIL,24,210.82,106.59412,Virginia Commonwealth,USA
Landry Fields,TOR,25,200.66,97.52228,Stanford,USA
Lance Thomas,NOH,25,203.2,102.0582,Duke,USA
Lance Stephenson,IND,22,195.58,103.418976,Cincinnati,USA
Lamar Odom,LAC,33,208.28,104.32616,Rhode Island,USA
LaMarcus Aldridge,POR,27,210.82,108.86208,Texas,USA
Kyrie Irving,CLE,21,190.5,86.636072,Duke,Australia
Kyle Singler,DET,25,203.2,104.32616,Duke,USA
Kyle O'Quinn,ORL,23,208.28,108.86208,Norfolk State,USA
Kyle Lowry,TOR,27,182.88,92.98636,Villanova,USA
Kyle Korver,ATL,32,200.66,96.161504,Creighton,USA
Kwame Brown,PHI,31,210.82,131.54168,None,USA
Kurt Thomas,NYK,40,205.74,108.86208,Texas Christian,USA
Kris Joseph,BKN,24,200.66,95.25432,Syracuse,USA
Kris Humphries,BKN,28,205.74,106.59412,Minnesota,USA
Andrew Goudelock,LAL,24,190.5,90.7184,College of Charleston,USA
Andrew Bogut,GSW,28,213.36,117.93392,Utah,Australia
Randy Foye,UTA,29,193.04,96.615096,Villanova,USA
Al Jefferson,UTA,28,208.28,131.088088,None,USA
Andrei Kirilenko,MIN,32,205.74,106.59412,None,Russia
Andrea Bargnani,TOR,27,213.36,116.119552,None,Italy
Andre Miller,DEN,37,187.96,90.7184,Utah,USA
Andre Drummond,DET,19,208.28,122.46984,Connecticut,USA
Andray Blatche,BKN,26,210.82,117.93392,None,USA
Anderson Varejao,CLE,30,210.82,117.93392,None,Brazil
Amir Johnson,TOR,26,205.74,95.25432,None,USA
Amar'e Stoudemire,NYK,30,210.82,111.13004,None,USA
Andre Iguodala,DEN,29,198.12,93.893544,Arizona,USA
Alexey Shved,MIN,24,198.12,82.553744,None,Russia
Alec Burks,UTA,21,198.12,91.625584,Colorado,USA
Alan Anderson,TOR,30,198.12,99.79024,Michigan State,USA
Al-Farouq Aminu,NOH,22,205.74,97.52228,Wake Forest,USA
E'Twaun Moore,ORL,24,193.04,86.636072,Purdue,USA
Al Horford,ATL,27,208.28,113.398,Florida,Dominican Republic
Al Harrington,ORL,33,205.74,111.13004,None,USA
Aaron Gray,TOR,28,213.36,122.46984,Pittsburgh,USA
Alonzo Gee,CLE,26,198.12,99.336648,Alabama,USA
Hedo Turkoglu,LAC,35,208.28,99.79024,None,Turkey
Hasheem Thabeet,OKC,27,220.98,119.294696,Connecticut,Tanzania
Harrison Barnes,GSW,22,203.2,95.25432,North Carolina,USA
Hamady Ndiaye,SAC,27,213.36,106.59412,Rutgers,Senegal
Gustavo Ayon,ATL,29,208.28,113.398,None,Mexico
Greg Oden,MIA,26,213.36,123.830616,Ohio State,USA
Greg Stiemsma,NOP,28,210.82,117.93392,Wisconsin,USA
Greg Smith,HOU,23,208.28,113.398,Fresno State,USA
Greg Monroe,DET,24,210.82,113.398,Georgetown,USA
Henry Sims,PHI,24,208.28,112.490816,Georgetown,USA
Greivis Vasquez,TOR,27,198.12,95.707912,Maryland,Venezuela
Hilton Armstrong,GSW,29,210.82,106.59412,Connecticut,USA
JJ Redick,LAC,30,193.04,86.18248,Duke,USA
Ian Clark,UTA,23,190.5,78.471416,Belmont,USA
Ian Mahinmi,IND,27,210.82,113.398,None,France
Iman Shumpert,NYK,24,195.58,99.79024,Georgia Tech,USA
Isaiah Canaan,HOU,23,182.88,85.275296,Murray State,USA
Isaiah Thomas,SAC,25,175.26,83.91452,Washington,USA
Ish Smith,PHX,25,182.88,79.3786,Wake Forest,USA
J.J. Barea,MIN,30,182.88,80.739376,Northeastern,Puerto Rico
JJ Hickson,DEN,25,205.74,109.769264,North Carolina State,USA
Gorgui Dieng,MIN,24,210.82,107.954896,Louisville,Senegal
JR Smith,NYK,28,198.12,99.79024,None,USA
JaVale McGee,DEN,26,213.36,122.46984,Nevada,USA
Jae Crowder,DAL,23,198.12,106.59412,Marquette,USA
Hollis Thompson,PHI,23,203.2,93.439952,Georgetown,USA
Gordon Hayward,UTA,24,203.2,99.79024,Butler,USA
George Hill,IND,28,190.5,85.275296,Indiana Purdue-Indianapolis,USA
Glen Rice,WAS,23,198.12,93.439952,Georgia Tech,USA
Earl Watson,POR,35,185.42,90.264808,UCLA,USA
Ed Davis,MEM,25,208.28,102.0582,North Carolina,USA
Ekpe Udoh,MIL,27,208.28,111.13004,Baylor,USA
Elias Harris,LAL,24,203.2,108.408488,Gonzaga,Germany
Elliot Williams,PHI,25,196,86,Memphis,USA
Elton Brand,ATL,35,205.74,115.212368,Duke,USA
Enes Kanter,UTA,22,210.82,112.037224,Kentucky,Turkey
Eric Bledsoe,PHX,24,185.42,88.45044,Kentucky,USA
Eric Gordon,NOP,25,193.04,97.52228,Indiana,USA
Eric Maynor,PHI,27,190.5,79.3786,Virginia Commonwealth,USA
Erik Murphy,CHI,23,208.28,104.32616,Florida,USA
Ersan Ilyasova,MIL,27,208.28,106.59412,None,Turkey
Evan Fournier,DEN,21,198.12,90.7184,None,France
Evan Turner,IND,25,200.66,99.79024,Ohio State,USA
Francisco Garcia,HOU,32,200.66,88.45044,Louisville,Dominican Republic
Gal Mekel,DAL,26,190.5,86.636072,Wichita State,Israel
Garrett Temple,WAS,28,198.12,88.45044,Louisiana State,USA
Gary Neal,CHA,29,193.04,95.25432,Towson,USA
Jamaal Franklin,MEM,22,195.58,86.636072,San Diego State,USA
Gerald Green,PHX,28,203.2,95.25432,None,USA
Gerald Henderson,CHA,26,195.58,97.52228,Duke,USA
Gerald Wallace,BOS,31,200.66,99.79024,Alabama,USA
Giannis Antetokounmpo,MIL,19,205.74,92.98636,None,Greece
Gigi Datome,DET,26,203.2,97.52228,None,Italy
Glen Davis,LAC,28,205.74,131.088088,Louisiana State,USA
Goran Dragic,PHX,28,190.5,86.18248,None,Slovenia
Jamaal Tinsley,UTA,36,190.5,85.275296,Iowa State,USA
Jan Vesely,DEN,24,213.36,109.769264,None,Czech Republic
Jameer Nelson,ORL,32,182.88,86.18248,Saint Joseph's,USA
Jerryd Bayless,BOS,25,190.5,90.7184,Arizona,USA
Jimmer Fredette,CHI,25,187.96,88.45044,Brigham Young,USA
Jimmy Butler,CHI,24,200.66,99.79024,Marquette,USA
Joakim Noah,CHI,29,210.82,105.233344,Florida,USA
Jodie Meeks,LAL,26,193.04,94.347136,Kentucky,USA
Joe Johnson,BKN,33,200.66,108.86208,Arkansas,USA
Joel Anthony,BOS,31,205.74,111.13004,Nevada-Las Vegas,Canada
Joel Freeland,POR,27,208.28,102.0582,None,Great Britain
John Henson,MIL,23,210.82,99.79024,North Carolina,USA
John Jenkins,ATL,23,193.04,97.52228,Vanderbilt,USA
John Lucas III,UTA,31,180.34,75.296272,Oklahoma State,USA
John Salmons,TOR,34,198.12,93.893544,Miami (FL),USA
John Wall,WAS,23,193.04,88.45044,Kentucky,USA
Jon Leuer,MEM,25,208.28,103.418976,Wisconsin,USA
Jonas Jerebko,DET,27,208.28,104.779752,None,Sweden
Jonas Valanciunas,TOR,22,210.82,104.779752,None,Lithuania
Jordan Crawford,GSW,25,193.04,88.45044,Xavier,USA
Jordan Farmar,LAL,27,187.96,81.64656,UCLA,USA
Jordan Hamilton,HOU,23,200.66,99.79024,Texas,USA
Jordan Hill,LAL,26,208.28,106.59412,Arizona,USA
Jorge Gutierrez,BKN,25,190.5,88.45044,California-Berkeley,Mexico
Jose Calderon,DAL,32,190.5,95.707912,None,Spain
Josh Childress,NOP,31,203.2,95.25432,Stanford,USA
Josh Harrellson,DET,25,208.28,124.7378,Kentucky,USA
Josh McRoberts,CHA,27,208.28,108.86208,Duke,USA
Jermaine O'Neal,GSW,35,210.82,115.66596,None,USA
Jamal Crawford,LAC,34,195.58,90.7184,Michigan,USA
Jeremy Tyler,NYK,23,208.28,113.398,None,USA
Jeremy Lamb,OKC,22,195.58,83.91452,Connecticut,USA
James Anderson,PHI,25,198.12,95.25432,Oklahoma State,USA
James Harden,HOU,24,195.58,99.79024,Arizona State,USA
James Johnson,MEM,27,205.74,112.490816,Wake Forest,USA
James Jones,MIA,33,203.2,97.52228,Miami (FL),USA
James Nunnally,PHI,23,200.66,92.98636,California-Santa Barbara,USA
James Southerland,NOP,24,203.2,97.52228,Syracuse,USA
Earl Clark,NYK,26,208.28,106.140528,Louisville,USA
Jannero Pargo,CHA,34,185.42,83.91452,Arkansas,USA
Jared Cunningham,SAC,23,193.04,88.45044,Oregon State,USA
Jared Dudley,LAC,28,200.66,102.0582,Boston College,USA
Jared Sullinger,BOS,22,205.74,117.93392,Ohio State,USA
Jarrett Jack,CLE,30,190.5,90.7184,Georgia Tech,USA
Jarvis Varnado,PHI,26,205.74,104.32616,Mississippi State,USA
Jason Collins,BKN,35,213.36,115.66596,Stanford,USA
Jason Maxiell,ORL,31,200.66,117.93392,Cincinnati,USA
Jason Smith,NOP,28,213.36,108.86208,Colorado State,USA
Jason Terry,BKN,36,187.96,81.64656,Arizona,USA
Jason Thompson,SAC,27,210.82,113.398,Rider,USA
Jeff Adrien,MIL,28,201,111,Connecticut,USA
Jeff Ayres,SAS,27,205.74,113.398,Arizona State,USA
Jeff Green,BOS,27,205.74,106.59412,Georgetown,USA
Jeff Teague,ATL,26,187.96,82.100152,Wake Forest,USA
Jeff Withey,NOP,24,213.36,106.59412,Kansas,USA
Jeffery Taylor,CHA,25,200.66,102.0582,Vanderbilt,Sweden
Jeremy Evans,UTA,26,205.74,89.357624,Western Kentucky,USA
Jeremy Lin,HOU,25,190.5,90.7184,Harvard,USA
E'Twaun Moore,ORL,25,193.04,86.636072,Purdue,USA
Donald Sloan,IND,26,190.5,92.98636,Texas A&M,USA
Dwight Howard,HOU,28,210.82,120.20188,None,USA
Brandan Wright,DAL,26,208.28,95.25432,North Carolina,USA
Brandon Bass,BOS,29,203.2,113.398,Louisiana State,USA
Brandon Davies,PHI,22,208.28,108.86208,Brigham Young,USA
Brandon Jennings,DET,24,185.42,76.657048,None,USA
Brandon Knight,MIL,22,190.5,85.728888,Kentucky,USA
Brandon Rush,UTA,28,198.12,105.686936,Kansas,USA
Brian Roberts,NOP,28,185.42,78.471416,Dayton,USA
Brook Lopez,BKN,26,213.36,124.7378,Stanford,USA
Byron Mullens,PHI,25,213.36,124.7378,Ohio State,USA
C.J. Watson,IND,30,187.96,79.3786,Tennessee,USA
CJ McCollum,POR,22,193.04,90.7184,Lehigh,USA
CJ Miles,CLE,27,198.12,104.779752,None,USA
Carl Landry,SAC,30,205.74,112.490816,Purdue,USA
Carlos Boozer,CHI,32,205.74,120.655472,Duke,USA
Carmelo Anthony,NYK,30,203.2,106.59412,Syracuse,USA
Caron Butler,OKC,34,200.66,103.418976,Connecticut,USA
Carrick Felix,CLE,23,198.12,91.171992,Arizona State,USA
Cartier Martin,ATL,29,200.66,99.79024,Kansas State,USA
Casper Ware,PHI,24,177.8,79.3786,Long Beach State,USA
Chandler Parsons,HOU,25,205.74,102.965384,Florida,USA
Channing Frye,PHX,31,210.82,111.13004,Arizona,USA
Charlie Villanueva,DET,29,210.82,105.233344,Connecticut,USA
Chase Budinger,MIN,26,200.66,94.800728,Arizona,USA
Chauncey Billups,DET,37,190.5,95.25432,Colorado,USA
Chris Andersen,MIA,35,208.28,111.13004,Blinn,USA
Bradley Beal,WAS,21,195.58,93.893544,Florida,USA
Chris Babb,BOS,24,195.58,102.0582,Iowa State,USA
Boris Diaw,SAS,32,203.2,113.398,None,France
Bismack Biyombo,CHA,21,205.74,111.13004,None,Democratic Republic of the Congo
Andre Miller,WAS,38,187.96,90.7184,Utah,USA
Andre Roberson,OKC,22,200.66,95.25432,Colorado,USA
Andrea Bargnani,NYK,28,213.36,113.398,None,Italy
Andrei Kirilenko,BKN,33,205.74,106.59412,None,Russia
Andrew Bogut,GSW,29,213.36,117.93392,Utah,Australia
Andrew Bynum,IND,26,213.36,129.27372,None,USA
Andrew Nicholson,ORL,24,205.74,113.398,St. Bonaventure,Canada
Andris Biedrins,UTA,28,213.36,113.398,None,Latvia
Antawn Jamison,LAC,38,205.74,106.59412,North Carolina,USA
Anthony Bennett,CLE,21,203.2,117.480328,Nevada-Las Vegas,Canada
Anthony Davis,NOP,21,208.28,99.79024,Kentucky,USA
Anthony Morrow,NOP,28,195.58,95.25432,Georgia Tech,USA
